customer_id,customer_title,forename,surname,address_1,address_2,address_3,county,postcode,telephone,age,package_bought,monthly_subscription,days_active,recent_nps,,1a,Quantitative Data,,,Qualitative Data,,,,,,
709,,Samantha,Leach-Ashton,Studio 21,Terry Pines,Rebeccaland,Denbighshire,E99 2XW,(0191)4960861,54,basic,17.37,212,10,,,,,,,,,,,,
710,,Russell,Griffiths,2 Johnson Bypass,,Jonesburgh,Kent,SK9E 1AL,(0114) 4960806,46,basic,19.09,242,10,,,,,,,,,,,,
711,,Stewart,Dean,Studio 90,Mohamed Shoals,Bryantown,Warwickshire,W9J 5ND,4.41155E+11,42,basic,15.18,140,8,,,,,,,,,,,,
712,Ms,Carol,Mitchell,Flat 66E,Jennifer Crescent,Johnstonland,Breconshire,S25 0UE,+44306 999 0069,43,basic,18.8,289,10,,,,,,,,,,,,
713,,Dean,Price,Studio 5,Gregory Common,Jakeport,Worcestershire,SO93 7QQ,+44(0)1154960983,44,enterprise,19.59,207,8,,,,,,,,,,,,
714,Ms,Ruth,Hall,Studio 1,Davies Groves,Lake Mohammedborough,Worcestershire,G4 1XZ,1154960793,44,enterprise,26.5,244,7,,,,,,,,,,,,
715,,Jordan,Smith,58 Davidson Manor,,West Stephanie,Cambridgeshire,LA9A 2UA,+44(0)20 7496 0513,39,enterprise,30.61,125,3,,,,,,,,,,,,
716,,Charlene,Knight,77 Parry Highway,,North Glenn,Warwickshire,M2 5DP,+44(0)113 496 0233,54,basic,19.08,148,7,,,,,,,,,,,,
717,,Elaine,Smith-Butler,064 Gavin Hollow,,Kerrchester,Northamptonshire,E0E 4YX,(0115)4960185,40,basic,19.95,148,7,,,,,,,,,,,,
718,,Wendy,King,11 Michael Motorway,,Owenshaven,Tyrone,N1U 8SU,+44141 4960535,44,basic,18.4,200,9,,,,,,,,,,,,
719,,Matthew,Herbert-Harrison,341 Foster Pines,,Hazelchester,Denbighshire,S7B 4NP,(029) 2018 0775,21,basic,18.64,245,9,,,,,,,,,,,,
720,,Carly,Stevenson,Flat 56,Barker Summit,Stewartfort,Cambridgeshire,L9T 7JB,(0114) 4960647,18,basic,17.21,224,9,,,,,,,,,,,,
721,,Alice,Gibson,889 Douglas Park,,North Suzanneberg,Cheshire,B20 2RP,020 74960887,65,basic,17.44,264,9,,,,,,,,,,,,
722,,Holly,Barton,809 Oliver Creek,,Walshland,Hertfordshire,NR5N 4RA,+441632 960434,36,basic,15.23,180,7,,,,,,,,,,,,
723,,Lesley,Edwards,7 Murphy Crossroad,,Hallstad,East Lothian,NP6 1BJ,4.41175E+11,43,basic,17.77,207,10,,,,,,,,,,,,
724,,Dennis,Young,Studio 19s,Neil Shoals,South Carolyn,South Ayrshire,E6W 2RT,4.48082E+11,30,basic,17.91,196,9,,,,,,,,,,,,
725,,Margaret,Boyle,Flat 31W,Hughes Trail,Woodland,Inverclyde,N02 4RF,+44306 999 0798,48,enterprise,29.36,248,4,,,,,,,,,,,,
726,Mr,Roger,Jones,607 Benjamin Walks,,Daviesmouth,Staffordshire,N8 3LP,0118 4960642,75,enterprise,33.36,223,8,,,,,,,,,,,,
727,,Jessica,Adams,981 Tony Mews,,Ryanport,City of Edinburgh,NW85 0QU,020 74960712,34,basic,17.89,236,9,,,,,,,,,,,,
728,,Joyce,Evans,Studio 4,Shirley Mountain,Jamesmouth,Cambridgeshire,B6 1LS,0909 8790491,41,basic,15.08,107,9,,,,,,,,,,,,
729,,Henry,Hamilton,8 Moore Views,,Robertsside,West Berkshire,SW9B 6EJ,4.41315E+11,39,pro,26.18,192,7,,,,,,,,,,,,
730,,Katherine,Lucas,01 Bell Bypass,,Sianland,Orkney Islands,NN06 9EW,(0115)4960100,30,pro,27.32,212,7,,,,,,,,,,,,
731,,Marcus,Allen,Studio 29N,Jones Brooks,Samchester,Bedfordshire,SM70 9HY,+44131 496 0093,48,basic,18.79,199,8,,,,,,,,,,,,
732,,Pauline,Barrett,Studio 48i,Hannah Shoal,West Alison,Cleveland,L04 6XF,0306 9990820,34,pro,33.66,197,7,,,,,,,,,,,,
733,,Debra,Smith,43 Spencer Dale,,Mahmoodville,Down,M94 9WF,(01632) 960 004,50,basic,19.47,136,7,,,,,,,,,,,,
734,,Dorothy,Smith,Studio 9,Aaron Stravenue,Lake Beverley,Derry and Londonderry,W77 3RJ,+44808 157 0061,29,basic,19.83,183,7,,,,,,,,,,,,
735,Mr,Joe,Garner,0 Hall Dam,,Smithland,Nottinghamshire,N2 1JL,+44113 496 0181,34,basic,18.78,190,9,,,,,,,,,,,,
736,,Hayley,Anderson,Studio 7,Lisa Bridge,Lukeborough,South Yorkshire,HP4H 7UH,1144960574,49,basic,16.03,189,7,,,,,,,,,,,,
737,,Kieran,Griffin,14 Gray Ridges,,West Leonview,Highland,E9E 3HL,(0131)4960812,32,enterprise,21.09,185,3,,,,,,,,,,,,
738,,Natalie,Hughes,62 Ali Junction,,Wilsontown,Essex,GL1 6QD,01632 960843,55,pro,33.75,168,8,,,,,,,,,,,,
739,Dr,Malcolm,Edwards,111 Davies Fields,,East Kimberleystad,Norfolk,W8S 8BG,(0118) 496 0178,45,pro,25.44,207,8,,,,,,,,,,,,
740,,Martin,Potts-Brown,293 Pritchard Fall,,North Gillian,Merionethshire,S98 9DP,+44(0)8081570551,61,basic,17.31,233,9,,,,,,,,,,,,
741,,Holly,Clarke,9 Humphries Fort,,East Hilary,Kent,WC9 7HR,0161 496 0488,42,pro,30.75,289,7,,,,,,,,,,,,
742,,Diana,Lewis,Studio 3,Carter Street,Lake Leslieton,Devon,EN60 2LE,+44(0)808 157 0777,59,pro,30.94,161,8,,,,,,,,,,,,
743,,Cheryl,Douglas,01 Smith Station,,Davisview,Kent,B99 1HB,4.41315E+11,40,enterprise,24.2,198,7,,,,,,,,,,,,
744,Mrs,Jenna,Lee,1 Bruce Orchard,,Eileenshire,Caernarvonshire,DD0P 9FQ,+44(0)113 496 0800,42,enterprise,20.16,235,7,,,,,,,,,,,,
745,,Lauren,Cooper,Studio 1,Lucy Highway,New Charles,Dundee City,S52 2HN,44292018826,58,pro,34.24,160,8,,,,,,,,,,,,
746,,Rosemary,McDonald,Studio 58L,Taylor Heights,East Hannahhaven,Eilean Siar,ME22 8TR,1314960757,40,basic,15.93,193,8,,,,,,,,,,,,
747,,Sylvia,Smith,98 Philip Camp,,Port Catherinefort,Derry and Londonderry,B70 0SG,0131 4960902,39,basic,18.35,201,10,,,,,,,,,,,,
748,Dr,Samuel,Wright,Flat 8,Roberts Rapid,South Chloe,Fife,M1B 6LF,(0118) 4960696,47,pro,32.13,222,7,,,,,,,,,,,,
749,Dr,Leonard,Potter,82 Heather Flat,,Jillberg,North Yorkshire,L2J 0AZ,0114 4960857,43,basic,18.67,229,9,,,,,,,,,,,,
750,,Anthony,Thomas,76 Deborah Lane,,Port Shirleyshire,Dundee City,HX5 1UY,0115 496 0786,31,pro,26.42,210,9,,,,,,,,,,,,
751,,David,Briggs,Studio 4,Potter Stravenue,West Marc,Antrim,JE36 9BA,1514960426,52,basic,15.45,187,8,,,,,,,,,,,,
752,,Graham,Dyer,5 Leigh Fall,,West Maurice,Inverclyde,BA8E 5GG,0118 496 0860,54,pro,33.35,150,8,,,,,,,,,,,,
753,,Dawn,Lyons,Studio 74g,Sharpe Road,McCarthyport,Buckinghamshire,SK2R 7YF,(0113) 496 0721,38,basic,17.45,304,10,,,,,,,,,,,,
754,Mrs,Olivia,Smith,Studio 73,Wyatt Drives,New Mandy,Aberdeenshire,W0G 9HN,+44131 496 0860,51,basic,16.97,279,9,,,,,,,,,,,,
755,Miss,Paula,Smith,373 Scott Parkways,,New Jameston,Norfolk,PH96 3HX,+44118 496 0777,40,enterprise,22.48,130,3,,,,,,,,,,,,
756,,Joanne,O'Brien,043 Cox Cove,,East Claire,Cheshire,DD0 0XW,+44(0)292018433,39,basic,16.88,172,8,,,,,,,,,,,,
757,Ms,Joanne,Gould,Flat 2,Pritchard Corners,North Joeshire,Surrey,EN8 7TS,1214960671,51,enterprise,22.47,247,7,,,,,,,,,,,,
758,,Heather,Miller,385 Adam Well,,Gardinershire,West Dunbartonshire,N38 4QS,028 9018126,33,enterprise,29.24,216,7,,,,,,,,,,,,
759,,Kayleigh,Bird,Studio 13Z,Ross Ports,Ballborough,West Yorkshire,DN4 2JY,(0161)4960812,46,pro,30.66,174,7,,,,,,,,,,,,
760,,Jayne,Kennedy-Parkinson,76 Taylor Tunnel,,West Sharonland,West Midlands,SP51 1TE,0116 4960232,48,basic,15.9,226,10,,,,,,,,,,,,
761,,Sarah,Reid,631 Leanne Trail,,South Christianberg,City of Edinburgh,N0 6TR,0114 496 0328,52,basic,16.8,257,9,,,,,,,,,,,,
762,,Jennifer,Jenkins,01 Leslie Union,,South Staceytown,Angus,PL7A 9RW,(01632)960485,38,enterprise,25.11,180,1,,,,,,,,,,,,
763,,Daniel,White-Gough,Flat 0,Lewis Corner,North Sophie,South Yorkshire,G5F 9RJ,1414960022,39,pro,26.33,195,8,,,,,,,,,,,,
764,,Abbie,Slater-Bell,0 Bird Burg,,Lake Dominic,Hertfordshire,MK3M 2LU,+44909 8790940,47,pro,33.53,196,7,,,,,,,,,,,,
765,,Malcolm,Mills,5 Reece Prairie,,Rogersberg,Breconshire,S54 6GQ,(0116)4960942,40,basic,16.99,215,9,,,,,,,,,,,,
766,,Kathleen,Sullivan,Flat 3,Colin Keys,Patrickhaven,Oxfordshire,WV69 5JQ,+44(0)151 496 0035,45,pro,34.9,205,10,,,,,,,,,,,,
767,,Duncan,Wright,Studio 27,Richardson Burgs,Port Anthony,Pembrokeshire,G5 9NZ,1314960484,44,basic,19.55,208,10,,,,,,,,,,,,
768,,Joanna,Kennedy,87 Goddard Vista,,Smithville,South Yorkshire,SA47 9LY,1214960309,50,basic,17.44,213,10,,,,,,,,,,,,
769,,Danielle,Parker-Hutchinson,4 Leah Ramp,,Port Richardshire,North Ayrshire,N6F 7JB,(020) 7496 0955,64,enterprise,35.42,221,6,,,,,,,,,,,,
770,,Mary,Singh,5 Sharon Pines,,West Matthewberg,North Yorkshire,FK67 5TB,+44117 4960731,47,basic,16.85,211,10,,,,,,,,,,,,
771,Mr,Allan,Kaur,Studio 78N,Joe Freeway,New Ianton,Aberdeenshire,KT45 7TN,(0113)4960182,53,basic,19.41,206,10,,,,,,,,,,,,
772,,Ashley,Williams,779 Bethany Circle,,Nixonberg,Eilean Siar,E79 1FQ,292018386,51,pro,33.63,168,8,,,,,,,,,,,,
773,,Marilyn,Walker,290 Green Stravenue,,Jonesshire,Warwickshire,IM5W 8RY,+44191 4960405,54,pro,28.01,233,8,,,,,,,,,,,,
774,,Damian,Ford,Flat 25D,Taylor Station,Barkerborough,North Lanarkshire,HG9H 3XS,+44(0)1614960977,43,pro,31.2,228,9,,,,,,,,,,,,
775,Mrs,Mary,Powell,Studio 03,Phillips Garden,Josephinefort,Stirling,LL1 0DY,+44(0)115 4960316,68,basic,19.32,233,10,,,,,,,,,,,,
776,,Katy,Parry,Studio 02s,Hannah Trafficway,Jacquelineberg,Down,E8J 6SA,0151 496 0008,43,basic,15.89,189,8,,,,,,,,,,,,
777,,Francesca,Pearson-Roberts,Studio 99H,Sian Walks,North Carl,Leicestershire,L7 2XB,0131 4960150,54,basic,16.03,207,9,,,,,,,,,,,,
778,,Joel,Crawford-Nash,75 Jasmine Way,,South Victor,West Midlands,NN88 8AA,+44(0)1632 960943,33,pro,32.36,217,9,,,,,,,,,,,,
779,,Sam,Kelly,Studio 2,Francis Corners,East Rachel,Pembrokeshire,CT7 3HN,029 2018866,25,basic,19.08,164,8,,,,,,,,,,,,
780,,Lynn,Powell-French,366 George Harbors,,New Oliverton,Nottinghamshire,SG8 1HX,+44121 4960324,57,basic,18.37,253,9,,,,,,,,,,,,
781,Mr,Trevor,Sanders,Flat 60,Alexander Club,North Lynn,Orkney Islands,E7A 8ZZ,1914960728,40,basic,19.76,171,8,,,,,,,,,,,,
782,,Terence,Bird-Pritchard,Studio 2,Kirby Trace,Laurenborough,West Lothian,M2E 0RG,+44(0)141 4960733,48,basic,19.3,194,9,,,,,,,,,,,,
783,,Gavin,Dean,323 Baxter Terrace,,West Phillip,North Yorkshire,N54 4QQ,(0115) 4960806,57,pro,30.06,195,7,,,,,,,,,,,,
784,Mr,Brian,Davies,Studio 10,Joshua Neck,Walshchester,Northamptonshire,M47 1GE,+44(0)28 9018104,52,basic,17.33,184,9,,,,,,,,,,,,
785,Mrs,Lydia,Kaur,4 Debra Run,,Shannonview,Norfolk,LL7 0RG,0114 4960642,46,basic,18.14,201,9,,,,,,,,,,,,
786,,Douglas,Martin,Studio 49n,Katy Springs,Milesfurt,Hertfordshire,E0S 7AB,(020) 74960954,64,basic,17.19,205,9,,,,,,,,,,,,
787,,Marian,Shaw,9 King Crescent,,Port Stanley,South Lanarkshire,M45 3BN,0808 157 0888,45,pro,25.37,199,7,,,,,,,,,,,,
788,Dr,Susan,Smith,Flat 14A,Jayne Shores,East Kathrynburgh,Kent,TW11 9JL,4.41915E+11,29,basic,17.34,246,9,,,,,,,,,,,,
789,,Stewart,Waters,Studio 84,Marion Ford,New Hilary,Dumfries and Galloway,NG55 4NP,+44(0)113 4960807,54,basic,15.69,208,9,,,,,,,,,,,,
790,,Brandon,Williams,000 Gill Grove,,West Pamela,Glasgow City,BT27 9ZT,44289018678,46,pro,25.21,146,8,,,,,,,,,,,,
791,,Michael,Taylor,84 Turner Burgs,,West Carlshire,Norfolk,S99 3EX,+44131 4960969,32,basic,15.33,209,10,,,,,,,,,,,,
792,Ms,Emily,Fuller,81 Damien Tunnel,,South Shaneville,Staffordshire,SS4R 2WL,+44(0)20 7496 0955,48,basic,18.1,139,8,,,,,,,,,,,,
793,,Beth,Armstrong,11 Wilson Squares,,Farrellland,Anglesey,HD2 0TW,+44(0)909 8790682,38,basic,16,244,9,,,,,,,,,,,,
794,,Angela,Jones-Francis,Studio 37,Holloway Mission,Port Leigh,Hertfordshire,CF11 7GW,+4429 2018089,40,pro,33.74,205,10,,,,,,,,,,,,
795,,Geraldine,Craig,550 Gareth Flats,,West Joanneport,East Renfrewshire,B4B 1SS,4.41315E+11,43,basic,17.97,192,9,,,,,,,,,,,,
796,Dr,Valerie,Hamilton,76 Leon Mill,,East Debrabury,Renfrewshire,UB7Y 4QJ,+44191 4960689,47,basic,15.44,158,8,,,,,,,,,,,,
797,,Sam,Jackson,Flat 36,Joshua Lodge,North Marion,Glasgow City,N2F 3DE,1614960535,28,basic,18.36,263,9,,,,,,,,,,,,
798,,Danny,Taylor-Collier,5 Danielle Hollow,,Dobsonchester,Scottish Borders,L04 7XJ,(0118) 4960397,57,basic,17.57,126,7,,,,,,,,,,,,
799,,Nigel,Wallace,Flat 08A,Antony Trace,Claremouth,North Yorkshire,BB3B 2GQ,+44(0)118 496 0984,48,basic,19.91,202,10,,,,,,,,,,,,
800,,Teresa,Hughes-White,Flat 2,Johnson Islands,Hillmouth,Montgomeryshire,TS7 0AH,+44909 8790620,60,basic,17.66,239,9,,,,,,,,,,,,
801,,Mathew,Price,Flat 21h,Richard Parkways,West Shaun,Down,CO8W 0EQ,+44116 496 0826,72,basic,15.61,140,7,,,,,,,,,,,,
802,,Carolyn,Gray,Flat 02,Williams Glens,Whiteburgh,East Ayrshire,NW0W 8DY,+44(0)141 496 0311,51,pro,31.41,213,10,,,,,,,,,,,,
803,Dr,Abdul,Williams,1 Douglas Groves,,Stewartport,Anglesey,N1J 6EZ,1214960361,47,basic,19.94,215,10,,,,,,,,,,,,
804,Miss,Jayne,Martin,3 Jane Greens,,Harrisonmouth,Cardiganshire,G18 5FD,028 9018 0091,48,enterprise,39.6,142,5,,,,,,,,,,,,
805,,Natasha,Wood,Flat 5,Harper Prairie,Mortonborough,West Berkshire,IV1 6DL,2074960469,37,enterprise,37.58,207,4,,,,,,,,,,,,
806,,Terry,Davies-Williams,76 Patel Ramp,,West Neilchester,Merseyside,B89 8YR,0151 496 0409,55,enterprise,33.22,197,7,,,,,,,,,,,,
807,,Philip,Craig,Flat 13H,Jane Forest,Philipport,Hertfordshire,IV97 0HB,9098790277,39,basic,16.05,202,9,,,,,,,,,,,,
